"","p","PL","TPL","Exp"
"1","0p399",NA,NA,NA
"2","0p4",NA,NA,NA
"3","0p401","464.484695637163","467.199494557063","524.32001308728"
"4","0p403","812.861304935632","813.431391202158","970.58688150703"
"5","0p405","1081.30954541156","1097.09977121808","1347.57134418419"
"6","0p41","1175.40795651671","1158.14359226416","1686.69559480179"
"7","0p42","718.000844144199","726.452088203668","1444.5023772883"
