"","p","PL","TPL","Exp"
"1","0p616",NA,NA,NA
"2","0p618",NA,NA,NA
"3","0p62",NA,NA,NA
"4","0p625","886.144034661626","841.820210570451","855.25691984748"
"5","0p63","1538.97780838656","1468.18959938053","1500.65107648136"
"6","0p64","2257.67557199575","2173.66644501577","2261.07088628644"
"7","0p65","2621.63088602365","2537.72046189318","2688.90547026681"
"8","0p7","1933.09635814907","1947.32029973523","2540.32154973759"
"9","0p72","1126.96959061473","1137.5800873584","1952.41149430323"
