,p,PL BIC,Exp BIC,TPL BIC,PL expo,Exp trunc,TPL expo,TPL trunc
1,0p616,576044.26030000000,567326.37540000000,563783.97760000000,2.87807843100,0.67826918700,1.20924704800,0.37613246200
2,0p618,2286196.77100000000,2253877.43100000000,2237964.98300000000,2.82683743400,0.65087717700,1.23661283000,0.34883423100
3,0p62,8864372.33300000000,8750793.38100000000,8681396.46700000000,2.79344714800,0.63239452100,1.27342545800,0.32660224800
4,0p625,54868823.77000000000,54353536.80000000000,53778662.48000000000,2.67844208700,0.57016118700,1.34065131600,0.26718276600
5,0p63,112802189.80000000000,112158727.60000000000,110622334.60000000000,2.55894466600,0.50602109100,1.38312476400,0.21527346000
6,0p64,215190566.60000000000,215713556.80000000000,211244849.60000000000,2.36650487500,0.40304835800,1.43236832200,0.14321873000
7,0p65,317761730.90000000000,321620894.90000000000,312244622.10000000000,2.21139051200,0.32091389700,1.45645679000,0.09554044000
8,0p7,723885234.30000000000,836117774.20000000000,718548357.30000000000,1.71683792800,0.06895383200,1.53545089800,0.00457127500
9,0p72,669543091.20000000000,901703731.50000000000,666162873.80000000000,1.65378456200,0.02773039400,1.60000336600,0.00000001490
